"","pt(i,t)","pt(i,t)","pt(i,t)","pt(i,t)","pt(i,t)","pt(i,t)","pt(i,t)","pt(i,t)","pt(i,t)","pt(i,t)","","","","","x: w/o MN","x: w/o MN","x: w/o MN","x: w/o MN","x: w/o MN","x: w/o MN","x: w/o MN","x: w/o MN","x: w/o MN","x: w/o MN","x: w/ MN","x: w/ MN","x: w/ MN","x: w/ MN","x: w/ MN","x: w/ MN","x: w/ MN","x: w/ MN","x: w/ MN","x: w/ MN"
"","0","1","2","3","4","5","6","7","8","9",">=1: no MHRC","Util: w/o MN","Util: w/ MN","Util_gap: =1: not equal","0","1","2","3","4","5","6","7","8","9","0","1","2","3","4","5","6","7","8","9","MN_lic: >=1: no MN","MN_lic2: >=1: no MN"
"1",0.04132,0.20289,0.13242,0.07245,0.07031,0.05391,0.08417,0.20602,0.01615,0.12035,1.00,0.0000000000,0.0000000000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"2",0.17777,0.10308,0.17653,0.13576,0.02328,0.11394,0.02841,0.04454,0.11914,0.07754,1.00,0.0000000000,0.0000000000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"3",0.08196,0.08008,0.02996,0.03420,0.13423,0.18932,0.05259,0.15169,0.17678,0.06919,1.00,0.0000000000,0.0000000000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"4",0.02399,0.10909,0.03478,0.18945,0.05757,0.06206,0.12898,0.15694,0.13642,0.10071,1.00,0.0000000000,0.0000000000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"5",0.11211,0.03192,0.08523,0.01263,0.09183,0.04939,0.17515,0.15210,0.20885,0.08078,1.00,0.0000000000,0.0000000000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"6",0.14602,0.16694,0.13858,0.06270,0.01909,0.02264,0.14163,0.12044,0.00696,0.17501,1.00,0.0000000000,0.0000000000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"7",0.01971,0.04759,0.14241,0.20325,0.04826,0.00925,0.15853,0.16831,0.10549,0.09719,1.00,0.0000000000,0.0000000000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"8",0.06137,0.06222,0.03295,0.23570,0.09593,0.19781,0.07576,0.03168,0.18909,0.01748,1.00,0.0000000000,0.0000000000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"9",0.06244,0.00157,0.08333,0.15448,0.04676,0.05383,0.10219,0.09794,0.09954,0.29793,1.00,0.0000000000,0.0000000000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
